user_id;gender;user_age;weight;height
90999509303124400;F;112;224;195
91042590324271400;F;137;76;218
91099826033610500;F;88;292;181
91186540680246800;F;50;241;149
91411590276036200;F;88;74;184
91422207535897800;F;41;299;220
91429393262071200;F;26;207;134
91431899370444000;F;110;220;170
91439667736951300;F;16;235;188
91468652777006700;F;108;158;188
91665498485861600;F;52;259;196
91711226510751300;F;91;260;163
91769399824796200;F;118;51;187
91904871084247900;F;72;245;216
92117134598776200;F;104;100;212
92225611494572800;F;132;253;167
92332809830002700;F;93;168;164
92426173740419300;F;120;152;202
92495360541964100;F;76;146;139
92676137440638500;F;70;270;158
92963652529583800;F;15;211;196
93098189189305700;F;141;67;193
93102840292572100;F;115;215;192
93122062904678600;F;122;204;195
93122062904678600;F;122;204;195
93135896101126400;F;24;271;193
93215183718848800;F;142;127;215
93266813432282700;F;106;244;204
93418668515945100;F;35;214;174
93421264155454200;F;129;172;152
93453885334209800;F;119;227;158
93516915846646200;F;107;282;177
93686964252780200;F;136;173;185
93808028846314300;F;108;196;186
93855220425162300;F;32;160;188
93865708344104000;F;110;253;219
93927087821729300;F;139;85;210
94167939499249700;F;59;236;177
94383225038227600;F;126;187;192
94530171102160800;F;122;93;177
94656848751230600;F;82;263;157
94719668161564500;F;85;123;194
94794429834448500;F;66;208;174
94881976491502000;F;72;294;139
95108400144991300;F;114;81;208
95166476661447700;F;43;232;164
95232333349289200;F;33;155;162
95442580652973200;F;53;297;160
95477940709377100;F;71;117;156
95480983730323000;F;56;255;183
95484002868390200;F;53;79;149
95498145964828200;F;48;119;168
95500385022775200;F;132;198;194
95772127649245300;F;136;191;131
95817633654719500;F;38;225;161
95934933596704000;F;109;278;210
96255872311034700;F;27;90;165
96643704548992200;F;134;109;144
96709070563868500;F;60;269;202
96751029925915000;F;125;60;188
96809684146494800;F;136;259;173
96855371084932000;F;62;286;141
96878349900674900;F;15;134;202
96920506223966300;F;96;193;135
96924618095657700;F;139;283;209
96949262604113400;F;31;140;142
97009179351077900;F;125;182;158
97072149313372300;F;26;297;170
97079832794933600;F;111;54;203
97131710056367300;F;59;267;186
97131710056367300;F;59;267;186
97346003168312300;F;51;299;205
97376292706459300;F;53;98;200
97527904615244800;F;40;156;211
97606569342248900;F;107;114;211
97624349585273400;F;122;244;173
97720987048549000;F;94;148;141
97833541199112600;F;124;275;170
