report_date;mealtime_id;user_id;food_id;food_category_ncode
2023-12-18;3;21817841241326300;7499;27
2023-12-16;1;90186828892808300;3665;47
2024-01-13;1;23009255112362000;9008;0
2023-12-18;5;13510497745100400;9986;28
2024-01-11;2;61433264817432700;11168;45
2024-01-24;3;84201113101001400;8928;14
2024-01-31;1;35917541858851000;12774;45
2023-12-27;5;18672462524953300;5906;26
2024-01-29;1;39346207165900600;6812;45
2024-01-27;1;15955827194084700;12337;45
2023-12-17;1;71344527382311300;5189;51
2023-12-21;2;25410930967359500;1402;3
2024-01-22;3;11970898488437400;7583;45
2024-01-22;4;5378436629381980;1968;24
2024-01-24;6;12120483091182600;8161;9
2023-12-20;5;24561282987279500;8833;45
2024-01-01;4;55663109005511700;1825;45
2023-12-24;4;12411090507895400;7520;9
2023-12-29;1;83912667350216100;7138;48
2023-12-18;6;91411590276036200;4127;20
2024-01-24;3;43755875145182200;4131;45
2023-12-24;4;75135440211681000;6885;9
2023-12-24;3;93686964252780200;12216;21
2024-01-02;2;39805720851862900;3386;27
2024-01-07;5;67877462426400200;10665;38
2024-01-14;1;88842398184880300;387;20
2023-12-31;5;68784157096544400;3177;16
2024-01-16;2;85462348012370200;11150;45
2023-12-30;5;74434399933246000;4009;22
2024-01-05;1;49147562892617600;204;45
2023-12-27;6;86658600761966200;10077;3
2023-12-25;3;90999509303124400;1827;52
2024-01-13;3;93135896101126400;3614;20
2024-01-24;3;21000415911676200;12555;11
2024-01-02;6;60713769396009200;700;45
2024-01-29;3;51082356163177300;6247;5
2024-01-17;6;41214277520330800;464;48
2024-01-18;6;36588499448480900;12242;45
2023-12-22;2;79191152065918900;10485;48
2023-12-27;5;20642165963662300;1981;14
2023-12-23;5;4480102872985760;9441;45
2024-01-27;3;15761340133442700;6621;49
2023-12-20;3;69949014973715400;1521;45
2023-12-15;5;29781569596232400;12085;3
2023-12-21;3;17187930811229400;1216;23
2024-01-20;5;9197834176616510;9765;11
2024-01-13;4;48720201945255800;2072;24
2024-01-19;1;70906266812363900;225;22
2024-01-08;3;11374427187694300;2706;15
2024-01-11;1;35370224616917900;8954;1
2024-01-04;4;61561895696767300;4056;40
2024-01-02;4;45862311507763400;11310;34
2023-12-31;3;30151488518678900;3776;15
2024-01-15;5;67226892418684100;2045;48
2024-01-03;4;17827306908871900;12617;48
2024-01-11;2;29270045854366900;8138;3
2023-12-20;3;58346959474338600;5655;8
2024-01-04;2;6814252251049320;10808;38
2024-01-17;6;1662086802466260;2341;49
2023-12-26;1;90798708648087400;9211;30
2024-01-08;6;71279316539065900;6054;27
2024-01-15;2;51366453166633100;6365;52
2024-01-13;6;42135056998014800;2577;1
2024-01-08;6;78000387065780800;2114;9
2023-12-22;3;1550510041585830;9557;40
2024-01-17;5;19945573065531900;2964;24
2024-01-01;3;43755875145182200;1521;1
2024-01-12;5;20955326577524000;4191;16
2024-01-13;6;28164255444276000;9801;41
2024-01-27;5;27899246322120500;2202;23
2023-12-15;1;32795879092329900;10720;45
2024-01-24;4;81969035818070300;1409;2
2023-12-25;2;84276068146137100;4026;45
2023-12-29;6;4901810356524190;6759;45
2024-01-02;2;45639390790944300;12761;48
2024-01-03;5;27899246322120500;7324;50
2024-01-13;1;51645494157854600;9872;27
2024-01-31;1;70033398573594600;4032;45
2023-12-29;2;33334790630377100;2542;52
2023-12-15;6;89701317745921700;6194;43
2024-01-07;3;22232214506247100;6616;3
2024-01-18;6;9803491344520080;10359;16
2024-01-04;1;15955827194084700;3611;48
2024-01-30;5;25410930967359500;7780;36
2023-12-17;6;45862311507763400;840;3
2024-01-01;4;40878789108687100;2248;2
2023-12-18;3;88809175706492500;1796;9
2024-01-26;2;73594963677238100;1095;46
2024-01-07;3;9389184540147470;6593;45
2024-01-12;6;73036211594151400;3275;45
2023-12-27;1;25890308980566700;9583;48
2024-01-15;2;75135440211681000;3365;45
2024-01-10;5;48192019147810300;3599;16
2024-01-19;3;68311585753591300;5736;45
2023-12-26;6;86745573057061700;2040;17
2024-01-09;6;30178741125282700;4371;48
2023-12-19;4;53607215661321700;3462;17
2024-01-11;2;91904871084247900;353;3
2023-12-27;1;25330781107962200;4406;29
2024-01-04;1;34850434417190500;9735;30
2023-12-16;6;17480163141503900;9397;11
2024-01-08;4;39805720851862900;3685;0
2024-01-06;4;6476895893418710;5648;3
2024-01-08;3;91422207535897800;1788;40
2023-12-16;6;7057452122266000;12711;45
2023-12-17;6;87813644122936300;381;8
2024-01-05;4;9932639611698940;3937;16
2024-01-24;1;48142079389558500;8187;14
2024-01-24;3;52141455130165900;2084;48
2024-01-17;5;71266257636577400;1634;45
2024-01-02;3;63846598458606400;9490;5
2024-01-26;1;44015277413036400;6422;11
2023-12-21;2;56881660830404700;10354;11
2024-01-30;4;15952707749553400;10272;48
2024-01-17;4;70895205960017200;1341;45
2024-01-31;3;48768622056235800;7715;40
2024-01-19;4;61751440950068400;9412;45
2024-01-18;2;88226129959904000;3420;20
2024-01-12;6;5426154138087690;1342;24
2024-01-22;4;79495633851455700;10710;21
2023-12-29;3;80856850334382500;3759;24
2024-01-23;2;86332957238888300;8054;41
2024-01-01;2;11795192567825700;9311;11
2024-01-12;2;49689245823371500;381;3
2024-01-12;4;66961067518601600;6295;7
2023-12-21;4;7659404808879890;11654;17
2023-12-27;3;81108088814123500;7699;45
2024-01-10;2;64986422479842300;11782;42
2024-01-30;2;95480983730323000;5162;34
2023-12-25;4;91099826033610500;4096;3
2024-01-20;1;84201113101001400;10723;33
2023-12-20;5;2884660102257970;10237;45
2023-12-16;3;9488598798026920;4809;49
2024-01-28;4;90279951579517900;4215;27
2024-01-09;1;30151488518678900;8542;45
2023-12-20;5;23156590245845800;3391;34
2024-01-23;3;55063442262523400;6299;0
2024-01-08;1;14537439462600100;6000;8
2024-01-09;1;74430969777125000;11337;9
2023-12-17;2;3244414558285890;7961;45
2023-12-29;2;85164427326690000;12742;7
2024-01-07;5;32993673023804600;6582;45
2024-01-09;1;22112301671309200;12103;28
2023-12-30;5;93102840292572100;1272;15
2024-01-10;1;56663230346961700;2272;45
2024-01-21;2;9488598798026920;8780;50
2024-01-01;5;70244646717759300;12286;16
2023-12-18;6;73529565075303100;7607;11
2023-12-31;1;41214277520330800;4278;5
2023-12-17;4;90607805249305300;3410;45
2024-01-27;2;7459898820148680;8738;1
2024-01-16;2;49464613944768900;12030;27
2024-01-28;2;56912385443247100;8459;27
2023-12-31;1;24670036886809000;12534;35
2024-01-25;2;67164291944351700;4155;45
2024-01-17;3;67164291944351700;9208;5
2023-12-21;1;83117297201004700;10341;45
2023-12-28;1;5378436629381980;12337;45
2024-01-28;2;48783328284135800;11304;27
2024-01-22;4;91422207535897800;6764;14
2024-01-01;4;3858251647217940;3689;35
2023-12-25;2;97131710056367300;5760;7
2024-01-26;6;33334790630377100;8789;3
2024-01-07;6;6538520437978280;6974;28
2023-12-21;5;83912667350216100;10837;40
2023-12-31;1;62125155263711500;4003;45
2024-01-25;2;20486718937157300;2311;45
2024-01-25;3;64914223346052300;12039;2
2023-12-17;5;78357275172874600;2910;16
2024-01-21;1;41265387853971500;2128;0
2023-12-22;2;643701863331829;2427;3
2024-01-08;2;97833541199112600;5178;41
2023-12-25;5;42135056998014800;8107;45
2024-01-10;1;6229466268025690;4987;24
2023-12-21;5;22112301671309200;9618;48
2024-01-19;5;83599294027554100;2768;2
2024-01-22;2;91429393262071200;4179;45
2023-12-31;5;6229466268025690;6708;23
2023-12-15;1;19960904067008500;8087;23
2023-12-27;3;96751029925915000;12162;17
2023-12-23;2;50813166739738200;1532;16
2024-01-27;4;72026371503714700;11755;19
2024-01-13;5;18488430118691400;8558;45
2024-01-22;6;68126643257745700;5545;45
2023-12-23;3;74598881587655300;2932;10
2024-01-10;4;9912256191445210;5991;45
2023-12-21;1;19610425114112800;3175;21
2024-01-30;6;20900633881102000;10691;47
2024-01-05;6;80294630432490500;7338;23
2024-01-03;2;20900633881102000;1928;0
2023-12-22;4;15057288330483600;2014;45
2023-12-25;4;17278766947032100;4451;43
2024-01-27;2;21714120096040300;4129;1
2023-12-20;5;86658600761966200;6322;34
2024-01-19;2;40878789108687100;3803;45
2024-01-22;1;70244646717759300;9470;45
2024-01-18;6;4960347249849090;1153;52
2023-12-21;5;90445834789833500;5908;14
2023-12-22;1;37021458462991400;996;10
2024-01-20;2;75597753701102900;6171;52
2024-01-07;5;28164255444276000;3129;23
2023-12-20;2;2525250809556120;7423;9
2023-12-20;4;17966554323466800;7957;5
2023-12-15;4;43661425218661700;356;45
2024-01-03;1;86658600761966200;1888;45
2024-01-08;5;47077193313542600;10741;16
2024-01-16;3;55663109005511700;12107;6
2024-01-30;3;41790851622092900;12046;48
2024-01-28;6;8243338910257770;10132;40
2023-12-23;4;31527931609012000;12183;49
2023-12-25;5;67677046505552200;4839;32
2024-01-21;3;73239642268169500;7349;23
2024-01-06;3;21199108737308600;5952;21
2024-01-16;4;42239297852875100;4233;22
2024-01-29;2;66433216794665100;5794;27
2023-12-20;1;66938102933822900;12349;11
2023-12-20;4;19246623286337300;2766;16
2024-01-13;3;13437646475531600;11037;52
2023-12-16;3;75135440211681000;12727;8
2023-12-18;2;45280664616841900;7153;23
2023-12-29;6;15388268140836700;5357;22
2024-01-07;1;68681049824554400;11773;48
2024-01-09;3;33075132617121200;7743;27
2024-01-25;1;1340531402808340;4368;11
2024-01-29;6;77618103720541900;8398;49
2024-01-10;2;34726209195202900;10673;11
2024-01-07;6;20824107966800100;10813;45
2023-12-30;4;60725883443393400;2074;45
2024-01-12;1;63624066504587600;9414;45
2024-01-11;5;10369863879749900;7232;45
2024-01-24;5;13510497745100400;11627;45
2024-01-13;3;22652035104739200;3912;8
2024-01-25;4;74380946993625500;11289;3
2024-01-17;4;45763870556081900;219;14
2024-01-02;3;61751440950068400;8449;30
2024-01-09;1;48192019147810300;10955;25
2024-01-20;4;67164291944351700;2685;40
2023-12-25;4;19360953299470600;12899;1
2023-12-16;3;9803491344520080;4274;11
2024-01-02;1;24670036886809000;3017;18
2023-12-16;4;58970239271920100;6496;11
2024-01-27;5;39511569050945100;10817;14
2024-01-08;6;78000387065780800;9186;41
2024-01-02;6;37099191495875300;12437;30
2024-01-13;4;9126243582169820;2642;2
2023-12-31;1;28164255444276000;10821;24
2023-12-29;4;61433264817432700;1288;45
2023-12-30;2;53728793078086200;3933;7
2023-12-25;2;70346314066285000;5587;40
2024-01-09;1;72957068535097100;2233;0
2024-01-16;2;20806120312688400;12942;40
2024-01-22;6;35386404575854300;11653;46
2023-12-16;3;78520642510759;1020;11
2024-01-09;5;56098033020160000;815;14
2024-01-05;6;17989903121016800;2437;8
2024-01-25;6;19945573065531900;6938;7
2023-12-26;6;17112363451718500;7118;45
2024-01-22;4;19164060984765100;6558;3
2024-01-07;1;89859360116454000;11762;23
2024-01-30;1;83117297201004700;6676;45
2024-01-19;5;75135440211681000;12556;1
2023-12-24;3;95442580652973200;1533;45
2024-01-14;6;13738512782740400;12782;11
2024-01-09;6;39511569050945100;12240;52
2023-12-20;4;8490247372678570;10837;51
2024-01-28;2;89859360116454000;5230;40
2024-01-01;3;68681049824554400;394;16
2023-12-25;2;42064637715357400;9294;11
2024-01-18;5;43749694578765800;2601;39
2024-01-11;2;41236138875954700;1296;3
2024-01-01;3;83912667350216100;2410;8
2024-01-04;3;33075132617121200;11504;34
2024-01-19;4;4513067468410390;1250;45
2024-01-06;1;69846146556044200;2643;17
2023-12-19;5;38381823474011100;10442;52
2024-01-07;6;94719668161564500;11640;14
2024-01-03;4;54670632480001700;9504;3
2023-12-29;4;4729274586649120;9176;18
2024-01-20;5;97131710056367300;10653;17
2024-01-15;3;9126243582169820;3409;8
2024-01-03;4;67401448116550500;6755;11
2023-12-28;3;34850434417190500;11174;0
2024-01-29;5;11795192567825700;787;9
2023-12-23;3;1423502656957990;6467;27
2024-01-30;1;54233415291931500;4063;2
2023-12-25;1;15955827194084700;9250;45
2024-01-06;2;51178519587254000;654;2
2024-01-17;4;8651343518840750;3463;23
2024-01-31;2;95498145964828200;11715;11
2024-01-14;5;88773944320774200;1025;11
2023-12-25;6;80589521946454000;8941;45
2023-12-21;1;69168405620805800;8867;22
2024-01-07;2;49295775826060600;8238;1
2024-01-08;6;83717034693787000;4283;7
2024-01-17;1;14616274018126800;5452;24
2024-01-18;4;12689220147480700;5124;17
2024-01-30;2;61561895696767300;3042;2
2023-12-27;3;93215183718848800;12065;16
2023-12-28;4;88842398184880300;2500;16
2023-12-29;6;45569976187719600;1229;17
2024-01-21;1;27282418293934300;1666;8
2024-01-19;2;67494812736266300;7279;0
2023-12-17;3;66493479570438600;9543;1
2023-12-24;5;63164085093322900;2060;32
2024-01-24;3;20908938371299400;1567;11
2023-12-21;5;15837957369796100;6887;16
2024-01-31;6;71885719553696800;12578;45
2023-12-16;2;83401281427856600;6114;45
2024-01-08;6;70978907399187600;10169;52
2023-12-23;3;72578562718620700;6904;3
2024-01-11;1;56663230346961700;4743;45
2024-01-24;6;19826261588074700;6485;11
2024-01-23;2;23326645784671800;11185;1
2024-01-14;6;17827306908871900;2576;2
2023-12-23;4;91904871084247900;2535;6
2023-12-15;2;51491442375620300;4313;11
2024-01-06;5;27027354807126300;7311;30
2023-12-17;1;55707894365286700;9532;52
2023-12-30;6;42135056998014800;3933;45
2024-01-25;1;39452927289429300;5216;17
2024-01-01;6;17278766947032100;1960;12
2023-12-23;6;61956185384517300;12643;27
2023-12-29;6;89926862584893400;10532;0
2024-01-12;1;38627795991950900;2885;45
2023-12-23;2;45755875065586700;1292;22
2024-01-19;2;35917541858851000;11805;45
2024-01-11;5;39877481215338900;4899;14
2023-12-20;2;95498145964828200;8051;27
2024-01-09;5;79998093796580500;7408;47
2024-01-01;4;95108400144991300;5277;45
2023-12-25;5;63898119266593100;9950;1
2023-12-15;6;23854822011168900;1930;16
2024-01-31;1;7942009332855870;949;0
2023-12-29;3;74588304013053100;7018;2
2023-12-30;2;74426936592708200;5835;5
2024-01-30;4;88773944320774200;11084;45
2024-01-30;2;96855371084932000;1190;1
2023-12-15;4;93516915846646200;4417;1
2023-12-29;3;82550964745562800;2345;45
2023-12-29;1;16849402130581400;781;49
2023-12-21;3;832981840622682;7952;3
2024-01-08;2;26214015555865100;8927;46
2024-01-13;1;69949014973715400;1858;45
2023-12-27;3;91042590324271400;1793;14
2024-01-16;3;28164255444276000;10988;15
2024-01-29;2;43682256504154500;10213;12
2023-12-17;1;38950501203831000;7322;45
2024-01-24;5;27899246322120500;2688;0
2024-01-10;1;74889369846298200;11346;6
2023-12-30;4;72578562718620700;12493;48
2024-01-10;4;33075132617121200;5511;38
2023-12-18;1;52461078506814300;5074;14
2024-01-14;3;72578562718620700;2673;9
2024-01-14;6;18087784698742700;1780;45
2024-01-20;4;83440561077479000;7160;45
2023-12-27;6;78720356507470700;7948;45
2023-12-18;4;94719668161564500;10791;36
2024-01-05;6;56601616254418700;4316;17
2024-01-02;6;1662086802466260;10766;48
2024-01-11;4;58566292773724700;5434;45
2024-01-14;1;8651343518840750;11851;45
2023-12-15;2;55707894365286700;3912;3
2024-01-05;3;79563752711447500;1070;37
2023-12-27;5;45341551774888400;11017;3
2023-12-29;1;52377028997121100;1827;45
2023-12-23;4;73689468051945500;6927;25
2023-12-27;4;29251607875365700;6267;30
2023-12-28;1;53728793078086200;2337;45
2024-01-24;3;19246623286337300;1078;45
2024-01-09;3;94383225038227600;12156;23
2024-01-21;3;54429741957889300;2415;22
2023-12-30;6;13424774308787200;11625;3
2023-12-21;6;56881660830404700;684;23
2024-01-24;2;96855371084932000;8216;22
2023-12-15;3;23854822011168900;11434;17
2024-01-13;2;28841653534073000;203;40
2023-12-29;2;35294474724444400;710;45
2024-01-09;3;76722012249212700;9039;45
2023-12-23;2;18670945430523600;11952;48
2023-12-27;1;53607215661321700;9502;13
2024-01-31;4;22582037958335800;47;9
2024-01-20;4;88254628638146300;7799;48
2024-01-25;4;90445834789833500;2165;16
2024-01-25;3;72895416674749700;6995;9
2023-12-20;2;58970239271920100;10;41
2023-12-29;1;36405079868423900;8437;45
2023-12-27;6;90445834789833500;7130;21
2024-01-02;3;58080530293140700;9045;45
2023-12-15;5;73885800853273100;1837;45
2023-12-24;6;19826261588074700;10429;25
2024-01-23;1;57831761691900000;7126;12
2024-01-22;1;18087784698742700;9869;21
2023-12-19;2;84218608397848000;10039;11
2023-12-27;6;16095343503408700;5800;40
2024-01-20;1;65234140695748500;7523;2
2024-01-12;3;91904871084247900;5840;24
2024-01-17;5;18439581256135600;5290;5
2023-12-26;3;74129182200000500;201;45
2024-01-09;4;88809175706492500;7477;45
2023-12-19;6;17387009705435100;11122;40
2024-01-08;5;76122999189022100;2999;9
2023-12-28;6;9780136726016580;3739;3
2023-12-31;5;33511319842580900;5206;45
2023-12-23;5;61558076931520400;5079;45
2024-01-24;2;14625656501863800;9359;45
2023-12-30;1;20878626943729300;1988;16
2024-01-04;2;68549553905040900;6343;34
2024-01-09;4;56098033020160000;4936;1
2023-12-16;1;51124255394471700;2850;3
2024-01-23;2;84986748431430300;10308;16
2024-01-24;1;4791061239009840;9580;36
2024-01-19;3;24699016654345800;7347;45
2024-01-22;2;65155645113848900;8060;41
2023-12-29;3;73239642268169500;2793;9
2023-12-18;1;33075132617121200;315;27
2024-01-27;4;21854759826671100;76;36
2023-12-27;5;55663109005511700;9713;22
2023-12-23;5;93686964252780200;8758;22
2024-01-16;1;88387769975529100;8934;8
2024-01-10;4;14497278128192000;10551;45
2023-12-29;2;78975996967844800;5671;45
2024-01-21;4;26866569831382900;9490;47
2023-12-16;1;93421264155454200;3300;23
2023-12-30;1;36405079868423900;11965;48
2023-12-15;4;84201113101001400;4104;24
2024-01-30;1;14616274018126800;12458;45
2024-01-17;4;8640374512332750;6461;32
2024-01-12;4;2525250809556120;10335;14
2024-01-19;6;30426834641164200;11572;20
2023-12-22;4;71344527382311300;5162;9
2024-01-26;4;8577779346448840;5286;48
2024-01-17;1;85163213333585500;192;27
2024-01-22;1;36718689716705500;12115;49
2024-01-20;6;88387769975529100;8670;9
2024-01-18;3;56663230346961700;10364;22
2023-12-27;4;31527931609012000;1417;45
2024-01-10;4;25748123686024800;7443;7
2023-12-24;5;96809684146494800;2151;45
2023-12-26;5;90954128125065500;4932;11
2024-01-08;4;3112240197739020;9761;48
2024-01-24;3;58430046137834100;11015;45
2024-01-06;1;69835753004608800;8407;17
2023-12-17;2;38872388176056100;331;8
2023-12-16;2;92117134598776200;10174;24
2024-01-21;1;29270045854366900;3571;9
2024-01-14;3;1550510041585830;3864;51
2024-01-23;3;56295184240388300;3449;3
2023-12-18;5;16837610306172100;564;38
2023-12-16;6;42400431901837000;9468;45
2024-01-21;4;58444977858686100;6200;8
2024-01-05;4;47321057846991100;10687;19
2023-12-21;6;85151744858571500;12129;45
2023-12-15;6;51191251163475400;8858;11
2023-12-22;1;21431549817374900;10025;3
2024-01-13;2;66007652521691700;10840;11
2024-01-04;2;14616274018126800;2074;24
2024-01-17;2;51178519587254000;11237;14
2024-01-27;1;19120000477812100;5987;45
2024-01-11;3;68331710528817300;2355;12
2023-12-19;1;85161968532662000;4929;8
2024-01-08;4;50409020370296000;9621;24
2023-12-15;2;34709907920616200;1117;48
2024-01-06;3;45447149345135800;10676;6
2024-01-17;6;90999509303124400;7540;24
2023-12-28;2;93418668515945100;6613;17
2024-01-04;3;93215183718848800;2209;45
2023-12-15;6;93927087821729300;10919;27
2024-01-07;3;42149220564096100;5295;27
2024-01-10;6;18140656063126200;7348;17
2024-01-22;6;49689245823371500;3331;7
2023-12-28;5;15952707749553400;6568;8
2024-01-04;1;67748797755276200;10578;12
2023-12-22;5;58444977858686100;5383;50
2024-01-04;5;21410098077792800;6385;45
2024-01-13;3;13956115035689400;12131;45
2024-01-19;5;15113322927287100;11024;27
2023-12-28;5;90988676622616300;6098;11
2024-01-31;6;87224393124686200;878;37
2023-12-27;3;75135440211681000;12276;45
2023-12-28;5;56881660830404700;9175;45
2024-01-27;4;52206143448547300;1998;11
2023-12-30;6;21619625274465000;11735;16
2023-12-28;3;92676137440638500;6613;14
2023-12-31;6;70504658810027600;7037;12
2024-01-28;6;14223973489130100;2099;52
2024-01-15;2;22582037958335800;9037;40
2024-01-15;5;75049608830315000;10482;21
2024-01-06;2;28164255444276000;12481;14
2024-01-24;2;34245167848602000;8599;49
2023-12-18;4;52461078506814300;8475;39
2024-01-11;3;84670195106001800;341;3
2023-12-28;5;89984929460694600;11016;3
2024-01-06;5;68549553905040900;566;17
2023-12-27;5;5361143928442070;7718;27
2024-01-06;3;34245167848602000;1041;24
2024-01-22;2;74889369846298200;10320;14
2023-12-28;6;81969035818070300;6817;6
2024-01-15;2;57421016078195600;1167;45
2023-12-30;5;82717987736340300;7969;24
2024-01-21;3;78770447621166100;285;1
2023-12-16;4;832981840622682;7114;16
2024-01-19;1;84955308364752600;7440;45
2023-12-31;2;14625656501863800;6359;3
2024-01-15;4;26463141440294500;4883;17
2024-01-18;5;92426173740419300;6414;45
2023-12-19;3;90358825632001800;11989;14
2023-12-29;3;5176173243270750;2992;38
2024-01-10;3;80846005211952900;7962;45
2024-01-08;6;97009179351077900;7460;2
2023-12-26;2;85479931986921400;5635;8
2024-01-28;4;35338063801430900;7532;16
2024-01-10;4;11129870995340200;5646;16
2024-01-20;2;83600778424050300;4323;23
2023-12-24;5;32334981573177700;1495;1
2023-12-18;5;47107055468005200;11291;45
2023-12-20;5;75549050395928400;3514;14
2023-12-19;5;82550964745562800;8950;50
2023-12-17;4;62991552740420900;9302;32
2024-01-25;4;69458977358631400;5736;28
2023-12-20;5;67126120063306400;6091;29
2023-12-19;3;53607215661321700;9804;45
2024-01-02;4;43366236139202100;1310;41
2024-01-29;2;43016337534180600;11091;3
2024-01-08;1;1340531402808340;11668;45
2023-12-24;6;3670981486862750;7363;3
2024-01-16;5;59658743562839800;11823;19
2024-01-18;1;80372774262587500;5340;16
2024-01-06;2;90445834789833500;5301;1
2024-01-02;4;69168405620805800;8443;45
2024-01-25;3;49459656347378800;7674;3
2023-12-17;6;34370982531653200;237;52
2023-12-30;1;36136014447617300;7306;45
2024-01-20;5;21883524421966800;11084;35
2024-01-15;2;21199108737308600;7108;45
2023-12-27;5;59574078610271200;12722;45
2023-12-17;2;77215212369251;10856;12
2024-01-25;5;35615402068728200;1385;47
2024-01-12;6;79190551479536900;2545;20
2023-12-21;5;2101741945875980;11984;30
2023-12-17;4;79980128131568100;10257;5
2024-01-23;6;69382069189911100;5319;52
2024-01-14;4;90999509303124400;9584;31
2024-01-18;1;12345645993390200;7757;45
2024-01-25;2;62566018587583800;12867;48
2023-12-30;2;38142424737125100;6623;45
2023-12-22;4;20117618910790100;6186;37
2024-01-01;5;90607805249305300;8898;40
2024-01-21;3;58989766190980400;6536;27
2024-01-12;5;36071655827403000;12262;6
2024-01-10;1;77215212369251;12784;27
2023-12-27;1;49860925826430900;10108;1
2024-01-16;5;63489497315885400;3479;37
2023-12-24;1;65563046934429700;12513;45
2024-01-17;3;42135056998014800;579;16
2024-01-06;2;17299205205867800;368;11
2024-01-06;6;88646159491876200;10912;9
2024-01-13;6;33334790630377100;2948;45
2023-12-31;3;91099826033610500;8654;17
2024-01-26;3;69362365029946100;589;45
2024-01-01;3;41214277520330800;9779;23
2024-01-16;1;38537826178782100;5452;24
2024-01-26;2;79969986212365700;4509;11
2024-01-26;3;1095436753609500;5841;52
2024-01-29;1;47107055468005200;5261;27
2024-01-22;5;23009255112362000;2412;7
2024-01-20;3;95817633654719500;11734;16
2024-01-23;3;55285765983568900;5525;46
2023-12-28;1;11970898488437400;9245;3
2024-01-30;2;19994821154636300;12527;14
2023-12-16;4;73654527328664200;10774;23
2023-12-18;1;44823382723597500;5321;1
2024-01-27;5;7306665794220790;4305;3
2023-12-24;2;36402021306709800;7823;45
2024-01-26;5;96878349900674900;4982;52
2024-01-16;6;50282469376756100;10732;52
2024-01-31;4;39177836392356900;10046;8
2024-01-01;1;43788732960500700;5443;51
2023-12-15;2;77618103720541900;515;3
2023-12-16;6;54429741957889300;612;8
2023-12-17;5;80501714318290200;4917;16
2024-01-18;5;96255872311034700;7877;9
2024-01-05;1;65234140695748500;22;49
2024-01-31;1;67335151236625700;5582;20
2024-01-02;1;18338468631265200;1487;11
2024-01-21;6;17629731378015000;4110;30
2023-12-19;3;21320440120652600;10853;40
2024-01-16;6;88099521162412200;10979;28
2024-01-14;5;11745141813159500;1530;1
2024-01-12;2;67268287139369700;9036;16
2023-12-29;1;22112301671309200;6891;45
2024-01-04;5;92426173740419300;3873;5
2024-01-02;4;19474143027017800;9402;49
2024-01-14;3;31850519340887600;12951;43
2023-12-31;4;81587414983592900;1807;14
2024-01-25;5;17112363451718500;7279;23
2023-12-19;5;96924618095657700;6345;11
2024-01-29;4;29918012319904500;8180;45
2023-12-26;2;89859360116454000;5029;3
2024-01-20;5;89734480323749700;12575;0
2024-01-18;2;67767400874298500;10673;1
2023-12-15;5;37410759558757500;9928;8
2024-01-27;1;13510497745100400;3301;52
2024-01-10;5;13173613017738500;8626;11
2024-01-17;6;66842843744038600;4129;27
2024-01-18;5;52187904786759400;11678;3
2024-01-22;2;66485287336672700;4050;48
2024-01-17;6;31463907511475100;5533;46
2024-01-24;3;90534233820451100;12706;36
2024-01-21;4;74678628813928100;9844;20
2024-01-24;4;54153673659484700;267;9
2023-12-25;5;61433264817432700;12515;8
2023-12-19;4;66458094292448600;12818;45
2024-01-01;6;66938102933822900;134;16
2023-12-31;2;35378191736029500;9965;12
2024-01-13;4;78357275172874600;12346;21
2023-12-15;1;31187615492933900;3887;20
2023-12-28;3;19960904067008500;2196;1
2023-12-21;6;75492497582036300;1136;11
2024-01-05;2;58970239271920100;8283;32
2024-01-19;5;34850434417190500;12342;11
2024-01-21;4;63489497315885400;12344;3
2024-01-06;1;41214277520330800;3247;34
2024-01-27;4;22619518630871400;5523;27
2023-12-22;1;54233415291931500;2386;18
2023-12-17;2;24007863935388300;10550;11
2024-01-06;3;2447951313092940;5121;11
2024-01-17;3;3894099634498670;1801;48
2023-12-22;3;31527931609012000;7892;36
2024-01-28;1;36440479209942600;6134;6
2024-01-07;5;38950501203831000;7696;28
2024-01-18;2;30159555315628700;6483;21
2024-01-08;6;47107055468005200;707;48
2023-12-29;2;42400431901837000;8624;3
2023-12-18;6;71279316539065900;11695;45
2024-01-20;1;9337966839381170;12256;35
2023-12-18;5;15998763628894700;8131;11
2024-01-09;5;17827306908871900;6249;8
2024-01-24;1;89572217479462800;10387;3
2023-12-17;3;7306665794220790;12114;11
2023-12-25;4;7536904239991960;5903;48
2023-12-27;5;35615402068728200;10892;20
2024-01-19;4;47321057846991100;5015;45
2023-12-27;3;61561895696767300;9042;5
2023-12-15;1;61358404971429900;7473;52
2024-01-28;5;69070167233652500;11466;20
2023-12-25;6;7249381231402000;6434;45
2024-01-14;3;74426936592708200;7583;16
2024-01-24;5;69835753004608800;8559;0
2024-01-18;3;94881976491502000;7754;0
2024-01-04;6;3112240197739020;5765;45
2023-12-26;6;16849402130581400;7080;45
2023-12-28;5;8156108982714930;12941;11
2024-01-08;4;22232214506247100;9473;3
2023-12-30;5;73239642268169500;6931;12
2024-01-26;6;26214015555865100;11401;0
2024-01-09;3;86745573057061700;5672;12
2024-01-03;4;34319106073170300;10101;47
2023-12-19;5;94719668161564500;3414;17
2024-01-13;2;55285765983568900;7299;45
2024-01-06;5;3112240197739020;1623;40
2024-01-09;4;34462940441796100;6750;0
2024-01-21;3;36108777124617000;9745;16
2023-12-18;6;68549553905040900;6674;48
2024-01-29;4;62686907245692400;6018;14
2023-12-29;4;8490247372678570;6094;14
2023-12-28;6;30539054112968500;11829;11
2024-01-02;1;62346971283171700;5730;34
